,team,date,win,loss,ot,points,RW,ROW,SOW,goals,goals_against,power_play,penalty_kill,net_ppp,net_pkp,shots,shots_against,FOWp
6031,St. Louis Blues,2022/01/27vs CGY,1,0,0,2,1,1,0,5,1,25.0,100.0,25.0,100.0,28.0,29.0,39.3
6032,St. Louis Blues,2022/01/29vs WPG,0,1,0,0,0,0,0,1,4,20.0,66.7,20.0,66.7,29.0,24.0,45.8
6033,St. Louis Blues,2021/12/04@ FLA,0,0,1,1,0,0,0,3,3,0.0,100.0,0.0,100.0,25.0,51.0,52.4
6034,St. Louis Blues,2024/01/06@ CAR,1,0,0,2,0,0,1,1,1,0.0,0.0,0.0,0.0,22.0,30.0,42.6
6035,St. Louis Blues,2024/03/02vs MIN,1,0,0,2,1,1,0,3,1,14.3,100.0,14.3,100.0,27.0,22.0,42.9
6036,St. Louis Blues,2024/02/13@ TOR,0,1,0,0,0,0,0,1,4,0.0,100.0,0.0,100.0,15.0,32.0,40.8
6037,St. Louis Blues,2024/02/22vs NYI,1,0,0,2,1,1,0,4,0,20.0,100.0,20.0,100.0,25.0,38.0,42.3
6038,St. Louis Blues,2024/03/07@ NJD,0,1,0,0,0,0,0,1,4,0.0,50.0,0.0,50.0,24.0,33.0,52.5
6039,St. Louis Blues,2024/01/15vs PHI,0,1,0,0,0,0,0,2,4,33.3,100.0,33.3,100.0,30.0,42.0,40.4
6040,St. Louis Blues,2022/01/09vs DAL,1,0,0,2,1,1,0,2,1,40.0,100.0,40.0,100.0,31.0,27.0,46.9
6041,St. Louis Blues,2022/11/14@ COL,1,0,0,2,1,1,0,3,2,50.0,80.0,50.0,80.0,39.0,47.0,51.6
6042,St. Louis Blues,2021/12/02@ TBL,0,1,0,0,0,0,0,2,4,50.0,66.7,50.0,66.7,28.0,35.0,45.6
6043,St. Louis Blues,2022/03/19@ CBJ,0,1,0,0,0,0,0,4,5,66.7,75.0,66.7,75.0,28.0,27.0,67.2
6044,St. Louis Blues,2022/11/16@ CHI,1,0,0,2,1,1,0,5,2,0.0,66.7,0.0,100.0,35.0,27.0,42.0
6045,St. Louis Blues,2023/01/28@ COL,0,1,0,0,0,0,0,2,4,50.0,100.0,50.0,100.0,28.0,31.0,45.8
6046,St. Louis Blues,2022/11/21vs ANA,1,0,0,2,1,1,0,3,1,33.3,100.0,33.3,100.0,27.0,28.0,62.0
6047,St. Louis Blues,2023/02/16vs NJD,1,0,0,2,1,1,0,4,2,33.3,100.0,33.3,100.0,35.0,36.0,50.0
6048,St. Louis Blues,2022/01/23@ VAN,1,0,0,2,1,1,0,3,1,33.3,100.0,33.3,100.0,17.0,39.0,58.5
6049,St. Louis Blues,2022/03/02@ NYR,0,1,0,0,0,0,0,3,5,0.0,50.0,0.0,50.0,32.0,29.0,66.7
6050,St. Louis Blues,2024/01/26@ SEA,1,0,0,2,0,1,0,4,3,100.0,50.0,100.0,50.0,18.0,36.0,54.0
6051,St. Louis Blues,2022/01/17vs NSH,1,0,0,2,1,1,0,5,3,50.0,100.0,50.0,100.0,29.0,35.0,49.1
6052,St. Louis Blues,2022/10/29vs MTL,0,1,0,0,0,0,0,4,7,50.0,33.3,50.0,33.3,30.0,25.0,49.1
6053,St. Louis Blues,2021/11/11vs NSH,0,0,1,1,0,0,0,3,4,100.0,--,100.0,--,36.0,27.0,55.0
6054,St. Louis Blues,2024/02/27@ WPG,0,1,0,0,0,0,0,2,4,0.0,100.0,0.0,100.0,38.0,32.0,63.3
6055,St. Louis Blues,2022/03/13vs WPG,0,0,1,1,0,0,0,3,4,50.0,100.0,50.0,100.0,31.0,37.0,39.2
6056,St. Louis Blues,2023/01/16vs OTT,1,0,0,2,1,1,0,2,1,0.0,100.0,0.0,100.0,20.0,33.0,68.5
6057,St. Louis Blues,2022/10/19@ SEA,1,0,0,2,0,1,0,4,3,0.0,100.0,0.0,100.0,28.0,35.0,54.6
6058,St. Louis Blues,2024/03/21@ OTT,1,0,0,2,1,1,0,5,2,0.0,66.7,0.0,66.7,27.0,39.0,47.1
6059,St. Louis Blues,2023/01/19vs NSH,1,0,0,2,1,1,0,5,2,20.0,100.0,20.0,100.0,33.0,26.0,71.4
6060,St. Louis Blues,2023/01/21vs CHI,0,1,0,0,0,0,0,3,5,25.0,100.0,0.0,100.0,32.0,18.0,52.0
6061,St. Louis Blues,2022/12/05@ NYR,0,1,0,0,0,0,0,4,6,25.0,0.0,0.0,0.0,29.0,24.0,45.2
6062,St. Louis Blues,2021/11/14vs EDM,0,1,0,0,0,0,0,4,5,20.0,66.7,20.0,66.7,39.0,32.0,37.7
6063,St. Louis Blues,2023/01/10vs CGY,1,0,0,2,0,1,0,4,3,50.0,100.0,50.0,100.0,27.0,31.0,45.3
6064,St. Louis Blues,2023/11/01@ COL,0,1,0,0,0,0,0,1,4,0.0,66.7,0.0,66.7,28.0,28.0,50.8
6065,St. Louis Blues,2023/03/25@ ANA,1,0,0,2,1,1,0,6,3,0.0,80.0,0.0,80.0,36.0,25.0,42.4
6066,St. Louis Blues,2023/01/03@ TOR,1,0,0,2,0,0,1,5,5,100.0,66.7,100.0,100.0,32.0,25.0,37.7
6067,St. Louis Blues,2023/10/14vs SEA,1,0,0,2,0,0,1,1,1,0.0,0.0,0.0,0.0,25.0,31.0,40.4
6068,St. Louis Blues,2023/11/04vs MTL,1,0,0,2,1,1,0,6,3,--,75.0,--,100.0,35.0,33.0,50.8
6069,St. Louis Blues,2022/12/19@ VAN,1,0,0,2,1,1,0,5,1,66.7,100.0,66.7,100.0,27.0,34.0,54.6
6070,St. Louis Blues,2023/12/16vs DAL,1,0,0,2,0,1,0,4,3,100.0,100.0,100.0,100.0,34.0,23.0,42.2
6071,St. Louis Blues,2021/11/03@ LAK,0,0,1,1,0,0,0,2,2,100.0,100.0,100.0,125.0,35.0,35.0,41.4
6072,St. Louis Blues,2022/11/10vs SJS,1,0,0,2,1,1,0,5,3,50.0,--,50.0,--,33.0,30.0,48.5
6073,St. Louis Blues,2024/01/04vs VAN,1,0,0,2,1,1,0,2,1,0.0,100.0,0.0,100.0,32.0,26.0,68.1
6074,St. Louis Blues,2022/12/08vs WPG,0,1,0,0,0,0,0,2,5,0.0,0.0,0.0,0.0,31.0,20.0,53.2
6075,St. Louis Blues,2024/03/17vs ANA,1,0,0,2,1,1,0,4,2,50.0,100.0,50.0,100.0,27.0,28.0,66.7
6076,St. Louis Blues,2022/03/05@ NYI,0,1,0,0,0,0,0,1,2,0.0,66.7,0.0,66.7,31.0,20.0,48.9
6077,St. Louis Blues,2023/03/07@ ARI,0,1,0,0,0,0,0,2,6,0.0,50.0,0.0,50.0,42.0,27.0,47.8
6078,St. Louis Blues,2023/02/11vs ARI,1,0,0,2,0,1,0,6,5,0.0,50.0,0.0,50.0,37.0,28.0,66.7
6079,St. Louis Blues,2022/12/23@ VGK,0,0,1,1,0,0,0,4,4,33.3,50.0,33.3,50.0,29.0,32.0,45.7
6080,St. Louis Blues,2022/04/26@ COL,0,1,0,0,0,0,0,3,5,25.0,100.0,25.0,100.0,32.0,34.0,47.6
6081,St. Louis Blues,2022/01/21@ SEA,1,0,0,2,1,1,0,5,0,25.0,100.0,25.0,125.0,31.0,27.0,58.1
6082,St. Louis Blues,2021/11/20@ DAL,0,1,0,0,0,0,0,1,4,16.7,75.0,-16.7,75.0,36.0,33.0,39.3
6083,St. Louis Blues,2021/10/18@ ARI,1,0,0,2,1,1,0,7,4,50.0,75.0,50.0,75.0,33.0,26.0,49.1
6084,St. Louis Blues,2024/01/13vs BOS,0,0,1,1,0,0,0,3,4,66.7,75.0,66.7,75.0,23.0,35.0,53.1
6085,St. Louis Blues,2024/01/24@ VAN,1,0,0,2,0,1,0,4,3,33.3,66.7,33.3,66.7,18.0,32.0,47.9
6086,St. Louis Blues,2023/03/15vs MIN,0,1,0,0,0,0,0,5,8,60.0,50.0,40.0,50.0,36.0,35.0,37.9
6087,St. Louis Blues,2023/12/06vs VGK,0,1,0,0,0,0,0,3,6,0.0,75.0,0.0,75.0,29.0,49.0,51.6
6088,St. Louis Blues,2023/11/28@ MIN,0,1,0,0,0,0,0,1,3,0.0,100.0,0.0,100.0,24.0,37.0,57.6
6089,St. Louis Blues,2022/12/01vs CAR,0,1,0,0,0,0,0,4,6,66.7,0.0,66.7,0.0,26.0,36.0,40.4
6090,St. Louis Blues,2022/04/06vs SEA,1,0,0,2,1,1,0,4,1,16.7,100.0,16.7,100.0,36.0,29.0,47.8
6091,St. Louis Blues,2024/02/24@ DET,0,1,0,0,0,0,0,1,6,0.0,66.7,0.0,66.7,23.0,34.0,49.1
6092,St. Louis Blues,2024/03/09@ NYR,0,1,0,0,0,0,0,0,4,0.0,50.0,0.0,50.0,26.0,39.0,47.9
6093,St. Louis Blues,2022/04/08vs MIN,1,0,0,2,0,1,0,4,3,50.0,100.0,50.0,100.0,28.0,38.0,52.2
6094,St. Louis Blues,2022/11/17vs WSH,1,0,0,2,0,0,1,4,4,25.0,66.7,0.0,66.7,24.0,51.0,64.7
6095,St. Louis Blues,2022/04/12@ BOS,1,0,0,2,1,1,0,4,2,25.0,100.0,25.0,100.0,30.0,41.0,44.3
6096,St. Louis Blues,2022/10/31vs LAK,0,1,0,0,0,0,0,1,5,0.0,66.7,0.0,66.7,28.0,30.0,50.9
6097,St. Louis Blues,2022/01/24@ CGY,0,1,0,0,0,0,0,1,7,0.0,60.0,0.0,60.0,21.0,48.0,39.6
6098,St. Louis Blues,2021/10/30vs CHI,1,0,0,2,1,1,0,1,0,33.3,100.0,33.3,100.0,37.0,25.0,54.7
6099,St. Louis Blues,2024/02/15vs EDM,1,0,0,2,1,1,0,6,3,25.0,66.7,25.0,66.7,30.0,38.0,58.1
6100,St. Louis Blues,2023/04/01@ NSH,0,1,0,0,0,0,0,1,6,0.0,50.0,-25.0,50.0,22.0,35.0,25.0
6101,St. Louis Blues,2023/12/04@ VGK,1,0,0,2,0,1,0,2,1,0.0,66.7,0.0,66.7,27.0,34.0,50.9
6102,St. Louis Blues,2023/12/19@ TBL,0,1,0,0,0,0,0,1,6,33.3,66.7,33.3,66.7,29.0,33.0,42.5
6103,St. Louis Blues,2022/03/28vs VAN,1,0,0,2,1,1,0,4,1,0.0,100.0,0.0,100.0,29.0,36.0,48.9
6104,St. Louis Blues,2022/02/12vs CHI,1,0,0,2,1,1,0,5,1,33.3,66.7,33.3,66.7,31.0,16.0,51.1
6105,St. Louis Blues,2022/04/19vs BOS,0,0,1,1,0,0,0,2,3,33.3,100.0,33.3,100.0,22.0,35.0,40.0
6106,St. Louis Blues,2023/03/09vs SJS,1,0,0,2,1,1,0,4,2,25.0,100.0,25.0,100.0,30.0,34.0,37.7
6107,St. Louis Blues,2022/01/13vs SEA,1,0,0,2,1,1,0,2,1,20.0,100.0,20.0,100.0,27.0,32.0,55.3
6108,St. Louis Blues,2022/11/08@ PHI,0,1,0,0,0,0,0,1,5,0.0,100.0,0.0,100.0,28.0,35.0,60.0
6109,St. Louis Blues,2024/03/30vs SJS,0,1,0,0,0,0,0,0,4,0.0,100.0,0.0,100.0,35.0,20.0,61.0
6110,St. Louis Blues,2022/04/29vs VGK,0,1,0,0,0,0,0,4,7,66.7,50.0,66.7,50.0,18.0,45.0,46.3
6111,St. Louis Blues,2024/03/04@ PHI,1,0,0,2,0,0,1,1,1,0.0,100.0,0.0,100.0,25.0,42.0,49.1
6112,St. Louis Blues,2024/01/30vs CBJ,0,1,0,0,0,0,0,0,1,0.0,100.0,0.0,100.0,21.0,22.0,51.1
6113,St. Louis Blues,2023/03/04@ LAK,0,1,0,0,0,0,0,2,4,0.0,66.7,0.0,100.0,26.0,38.0,49.0
6114,St. Louis Blues,2022/11/25@ TBL,0,1,0,0,0,0,0,2,5,33.3,50.0,33.3,50.0,27.0,27.0,54.2
6115,St. Louis Blues,2022/02/25vs BUF,1,0,0,2,1,1,0,5,3,33.3,80.0,33.3,80.0,23.0,38.0,51.0
6116,St. Louis Blues,2022/04/16vs MIN,1,0,0,2,0,1,0,6,5,25.0,66.7,25.0,66.7,30.0,36.0,52.9
6117,St. Louis Blues,2023/11/16@ SJS,0,1,0,0,0,0,0,1,5,0.0,100.0,0.0,100.0,45.0,35.0,46.8
6118,St. Louis Blues,2021/12/11vs MTL,1,0,0,2,1,1,0,4,1,66.7,100.0,66.7,100.0,37.0,23.0,50.0
6119,St. Louis Blues,2023/12/21@ FLA,1,0,0,2,1,1,0,4,1,0.0,100.0,0.0,100.0,24.0,38.0,31.5
6120,St. Louis Blues,2022/04/04vs ARI,1,0,0,2,1,1,0,5,1,50.0,100.0,50.0,150.0,29.0,22.0,58.8
6121,St. Louis Blues,2022/11/28vs DAL,0,1,0,0,0,0,0,1,4,0.0,100.0,0.0,100.0,24.0,24.0,36.2
6122,St. Louis Blues,2023/11/26@ CHI,1,0,0,2,1,1,0,4,2,50.0,100.0,50.0,100.0,28.0,33.0,47.1
6123,St. Louis Blues,2022/12/12vs NSH,1,0,0,2,0,1,0,1,0,0.0,100.0,0.0,100.0,24.0,25.0,48.9
6124,St. Louis Blues,2021/10/23vs LAK,1,0,0,2,1,1,0,7,3,57.1,100.0,57.1,125.0,40.0,35.0,53.0
6125,St. Louis Blues,2021/11/26@ CHI,0,0,1,1,0,0,0,2,3,100.0,100.0,100.0,100.0,25.0,27.0,51.0
6126,St. Louis Blues,2023/10/21vs PIT,1,0,0,2,1,1,0,4,2,0.0,100.0,0.0,100.0,21.0,33.0,48.0
6127,St. Louis Blues,2021/11/07@ ANA,0,1,0,0,0,0,0,1,4,0.0,50.0,0.0,50.0,35.0,27.0,56.9
6128,St. Louis Blues,2023/02/28vs SEA,0,1,0,0,0,0,0,3,5,0.0,100.0,0.0,150.0,25.0,26.0,42.3
6129,St. Louis Blues,2023/12/30@ PIT,0,1,0,0,0,0,0,2,4,33.3,66.7,33.3,66.7,27.0,30.0,32.8
6130,St. Louis Blues,2022/11/19vs ANA,1,0,0,2,1,1,0,6,2,50.0,50.0,50.0,50.0,34.0,32.0,48.3
6131,St. Louis Blues,2022/03/22@ WSH,1,0,0,2,1,1,0,5,2,25.0,50.0,25.0,50.0,38.0,21.0,55.8
6132,St. Louis Blues,2022/10/26vs EDM,0,1,0,0,0,0,0,1,3,33.3,100.0,33.3,100.0,38.0,28.0,43.3
6133,St. Louis Blues,2023/03/02@ SJS,1,0,0,2,1,1,0,6,3,66.7,100.0,33.3,100.0,23.0,25.0,41.1
6134,St. Louis Blues,2021/11/18vs SJS,1,0,0,2,1,1,0,4,1,25.0,--,25.0,--,48.0,27.0,51.7
6135,St. Louis Blues,2022/11/07@ BOS,0,1,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,27.0,37.0,43.4
6136,St. Louis Blues,2023/12/12vs DET,0,1,0,0,0,0,0,4,6,0.0,80.0,-33.3,100.0,37.0,32.0,47.1
6137,St. Louis Blues,2022/12/27vs TOR,0,0,1,1,0,0,0,4,5,25.0,100.0,0.0,100.0,34.0,37.0,47.2
6138,St. Louis Blues,2022/01/05@ PIT,0,1,0,0,0,0,0,3,5,100.0,60.0,100.0,60.0,29.0,41.0,43.3
6139,St. Louis Blues,2024/03/28vs CGY,1,0,0,2,1,1,0,5,3,33.3,66.7,33.3,66.7,19.0,28.0,63.3
6140,St. Louis Blues,2023/12/29vs COL,0,1,0,0,0,0,0,1,2,0.0,100.0,0.0,150.0,29.0,23.0,52.3
6141,St. Louis Blues,2021/11/30vs TBL,1,0,0,2,0,0,1,3,3,33.3,66.7,33.3,66.7,33.0,33.0,52.5
6142,St. Louis Blues,2024/03/13vs LAK,1,0,0,2,1,1,0,3,1,0.0,100.0,0.0,100.0,30.0,41.0,46.8
6143,St. Louis Blues,2022/12/06@ NYI,1,0,0,2,1,1,0,7,4,0.0,50.0,0.0,50.0,28.0,40.0,41.0
6144,St. Louis Blues,2022/03/10vs NYR,1,0,0,2,1,1,0,6,2,0.0,33.3,0.0,33.3,35.0,29.0,60.0
6145,St. Louis Blues,2023/03/19vs WPG,1,0,0,2,1,1,0,3,0,0.0,100.0,0.0,100.0,17.0,34.0,36.7
6146,St. Louis Blues,2022/04/02@ CGY,1,0,0,2,1,1,0,6,4,100.0,100.0,100.0,100.0,25.0,43.0,63.2
6147,St. Louis Blues,2023/12/27vs DAL,1,0,0,2,1,1,0,2,1,0.0,100.0,0.0,100.0,30.0,40.0,54.8
6148,St. Louis Blues,2022/12/29vs CHI,1,0,0,2,1,1,0,3,1,0.0,50.0,0.0,50.0,29.0,22.0,48.8
6149,St. Louis Blues,2022/10/27@ NSH,0,1,0,0,0,0,0,2,6,33.3,50.0,33.3,50.0,35.0,42.0,47.9
6150,St. Louis Blues,2021/11/27vs CBJ,1,0,0,2,1,1,0,6,3,0.0,50.0,0.0,50.0,33.0,27.0,46.4
6151,St. Louis Blues,2022/11/12@ VGK,1,0,0,2,1,1,0,3,2,0.0,--,-25.0,--,28.0,36.0,39.7
6152,St. Louis Blues,2023/01/24vs BUF,0,1,0,0,0,0,0,3,5,0.0,100.0,-50.0,100.0,28.0,31.0,57.5
6153,St. Louis Blues,2023/02/21@ CAR,0,1,0,0,0,0,0,1,4,0.0,--,0.0,--,36.0,36.0,40.6
6154,St. Louis Blues,2022/01/01@ MIN,1,0,0,2,1,1,0,6,4,33.3,100.0,33.3,100.0,32.0,33.0,48.4
6155,St. Louis Blues,2022/10/15vs CBJ,1,0,0,2,1,1,0,5,2,33.3,100.0,33.3,100.0,25.0,25.0,42.6
6156,St. Louis Blues,2022/04/21@ SJS,1,0,0,2,1,1,0,3,1,20.0,100.0,20.0,100.0,28.0,21.0,46.8
6157,St. Louis Blues,2023/02/18vs COL,0,1,0,0,0,0,0,1,4,0.0,50.0,0.0,50.0,20.0,33.0,56.6
6158,St. Louis Blues,2024/04/01vs EDM,1,0,0,2,0,1,0,3,2,25.0,100.0,25.0,100.0,29.0,38.0,56.1
6159,St. Louis Blues,2024/02/10@ BUF,1,0,0,2,1,1,0,3,1,50.0,100.0,50.0,100.0,26.0,34.0,44.1
6160,St. Louis Blues,2023/04/13@ DAL,0,1,0,0,0,0,0,0,1,0.0,100.0,0.0,100.0,25.0,34.0,32.7
6161,St. Louis Blues,2023/12/14vs OTT,1,0,0,2,1,1,0,4,2,0.0,100.0,0.0,100.0,30.0,34.0,51.0
6162,St. Louis Blues,2023/03/23@ DET,1,0,0,2,1,1,0,4,3,0.0,100.0,0.0,100.0,22.0,28.0,47.4
6163,St. Louis Blues,2022/01/15vs TOR,0,1,0,0,0,0,0,5,6,0.0,66.7,0.0,66.7,25.0,40.0,39.0
6164,St. Louis Blues,2021/11/09@ WPG,1,0,0,2,0,0,1,2,2,100.0,100.0,100.0,100.0,33.0,41.0,48.2
6165,St. Louis Blues,2023/03/30@ CHI,1,0,0,2,1,1,0,5,3,0.0,33.3,0.0,33.3,29.0,33.0,60.9
6166,St. Louis Blues,2023/11/19@ ANA,1,0,0,2,1,1,0,3,1,16.7,100.0,16.7,100.0,32.0,31.0,59.2
6167,St. Louis Blues,2023/10/26@ CGY,1,0,0,2,1,1,0,3,0,0.0,100.0,0.0,150.0,35.0,27.0,45.5
6168,St. Louis Blues,2022/04/24@ ANA,1,0,0,2,1,1,0,6,3,0.0,100.0,0.0,100.0,37.0,17.0,58.7
6169,St. Louis Blues,2024/03/23@ MIN,1,0,0,2,0,1,0,5,4,0.0,100.0,0.0,100.0,27.0,34.0,54.7
6170,St. Louis Blues,2024/01/09vs FLA,0,1,0,0,0,0,0,1,5,0.0,66.7,0.0,66.7,30.0,31.0,49.0
6171,St. Louis Blues,2022/02/19@ TOR,1,0,0,2,1,1,0,6,3,0.0,100.0,0.0,100.0,34.0,37.0,38.3
6172,St. Louis Blues,2023/12/02@ ARI,0,1,0,0,0,0,0,1,4,0.0,50.0,0.0,50.0,32.0,22.0,40.0
6173,St. Louis Blues,2023/11/24vs NSH,0,1,0,0,0,0,0,3,8,25.0,80.0,25.0,80.0,39.0,35.0,69.4
6174,St. Louis Blues,2024/02/19vs TOR,0,1,0,0,0,0,0,2,4,50.0,50.0,0.0,50.0,21.0,29.0,47.5
6175,St. Louis Blues,2023/02/25vs PIT,0,0,1,1,0,0,0,2,3,0.0,100.0,0.0,100.0,27.0,48.0,46.6
6176,St. Louis Blues,2022/03/24vs PHI,0,1,0,0,0,0,0,2,5,33.3,100.0,33.3,100.0,28.0,27.0,53.5
6177,St. Louis Blues,2022/04/17@ NSH,1,0,0,2,1,1,0,8,3,100.0,100.0,100.0,100.0,33.0,36.0,54.1
6178,St. Louis Blues,2022/03/08vs OTT,0,1,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,23.0,28.0,59.5
6179,St. Louis Blues,2022/11/03vs NYI,0,1,0,0,0,0,0,2,5,33.3,50.0,33.3,50.0,34.0,30.0,56.9
6180,St. Louis Blues,2022/12/31vs MIN,0,1,0,0,0,0,0,2,5,0.0,100.0,0.0,100.0,31.0,32.0,71.4
6181,St. Louis Blues,2023/04/02vs BOS,0,0,1,1,0,0,0,3,3,0.0,50.0,0.0,50.0,38.0,31.0,50.0
6182,St. Louis Blues,2022/03/26vs CAR,0,1,0,0,0,0,0,2,7,20.0,0.0,0.0,0.0,32.0,28.0,41.4
6183,St. Louis Blues,2021/12/12vs ANA,0,0,1,1,0,0,0,2,3,0.0,100.0,0.0,100.0,25.0,39.0,43.8
6184,St. Louis Blues,2023/12/23vs CHI,1,0,0,2,1,1,0,7,5,50.0,50.0,25.0,50.0,42.0,20.0,60.3
6185,St. Louis Blues,2021/10/16@ COL,1,0,0,2,1,1,0,5,3,50.0,100.0,50.0,100.0,28.0,32.0,48.4
6186,St. Louis Blues,2022/01/07vs WSH,1,0,0,2,1,1,0,5,1,0.0,100.0,0.0,133.3,24.0,27.0,49.0
6187,St. Louis Blues,2022/04/09vs NYI,1,0,0,2,1,1,0,6,1,0.0,100.0,0.0,100.0,31.0,31.0,50.9
6188,St. Louis Blues,2024/02/11@ MTL,1,0,0,2,1,1,0,7,2,60.0,100.0,60.0,100.0,36.0,32.0,46.0
6189,St. Louis Blues,2024/01/23@ CGY,1,0,0,2,1,1,0,4,3,0.0,100.0,0.0,133.3,26.0,35.0,47.4
6190,St. Louis Blues,2021/12/09vs DET,1,0,0,2,1,1,0,6,2,0.0,100.0,0.0,100.0,26.0,31.0,37.2
6191,St. Louis Blues,2021/11/24@ DET,0,1,0,0,0,0,0,2,4,33.3,--,33.3,--,37.0,23.0,45.6
6192,St. Louis Blues,2022/02/22@ PHI,1,0,0,2,1,1,0,4,1,0.0,100.0,0.0,100.0,26.0,26.0,33.3
6193,St. Louis Blues,2023/10/19vs ARI,0,1,0,0,0,0,0,2,6,0.0,25.0,0.0,25.0,26.0,42.0,44.6
6194,St. Louis Blues,2023/03/26@ LAK,0,1,0,0,0,0,0,6,7,100.0,20.0,50.0,20.0,22.0,31.0,47.5
6195,St. Louis Blues,2023/04/12vs DAL,0,1,0,0,0,0,0,2,5,50.0,40.0,50.0,40.0,18.0,37.0,44.4
6196,Tampa Bay Lightning,2021/11/26vs SEA,1,0,0,2,1,1,0,3,0,0.0,100.0,0.0,100.0,26.0,17.0,48.7
6197,Tampa Bay Lightning,2024/02/22vs WSH,0,1,0,0,0,0,0,3,5,0.0,100.0,0.0,100.0,32.0,24.0,43.9
6198,Tampa Bay Lightning,2022/10/22vs NYI,1,0,0,2,1,1,0,5,3,0.0,100.0,0.0,100.0,26.0,35.0,57.4
6199,Tampa Bay Lightning,2022/12/13vs SEA,1,0,0,2,1,1,0,6,2,33.3,100.0,33.3,100.0,30.0,38.0,46.9
6200,Tampa Bay Lightning,2023/01/06@ WPG,0,1,0,0,0,0,0,2,4,0.0,66.7,-25.0,66.7,28.0,20.0,57.1
6201,Tampa Bay Lightning,2022/12/31vs ARI,1,0,0,2,1,1,0,5,3,66.7,100.0,66.7,100.0,35.0,31.0,65.4
6202,Tampa Bay Lightning,2023/03/23@ OTT,0,1,0,0,0,0,0,2,7,25.0,33.3,25.0,33.3,29.0,35.0,52.8
6203,Tampa Bay Lightning,2023/12/31vs MTL,1,0,0,2,1,1,0,4,3,0.0,100.0,0.0,100.0,20.0,29.0,32.7
6204,Tampa Bay Lightning,2023/02/15@ ARI,0,0,1,1,0,0,0,0,0,0.0,100.0,0.0,100.0,47.0,26.0,47.9
6205,Tampa Bay Lightning,2023/03/04@ BUF,0,1,0,0,0,0,0,3,5,20.0,60.0,20.0,80.0,36.0,34.0,62.7
6206,Tampa Bay Lightning,2024/03/09vs PHI,1,0,0,2,1,1,0,7,0,75.0,100.0,75.0,100.0,26.0,25.0,43.6
6207,Tampa Bay Lightning,2023/04/11vs TOR,0,1,0,0,0,0,0,3,4,0.0,66.7,0.0,66.7,48.0,24.0,53.2
6208,Tampa Bay Lightning,2024/01/25vs ARI,1,0,0,2,1,1,0,6,3,33.3,100.0,33.3,100.0,37.0,20.0,44.2
6209,Tampa Bay Lightning,2022/04/14vs ANA,1,0,0,2,0,1,0,4,3,0.0,100.0,0.0,100.0,31.0,26.0,51.9
6210,Tampa Bay Lightning,2022/03/10@ CGY,0,1,0,0,0,0,0,1,4,0.0,75.0,0.0,75.0,31.0,32.0,50.0
6211,Tampa Bay Lightning,2023/02/25@ DET,1,0,0,2,1,1,0,3,0,0.0,100.0,0.0,100.0,18.0,45.0,51.9
6212,Tampa Bay Lightning,2021/11/23vs PHI,1,0,0,2,1,1,0,4,0,0.0,100.0,0.0,100.0,35.0,34.0,44.1
6213,Tampa Bay Lightning,2022/03/01vs OTT,1,0,0,2,1,1,0,5,2,25.0,100.0,25.0,100.0,22.0,27.0,52.7
6214,Tampa Bay Lightning,2021/10/28vs ARI,1,0,0,2,1,1,0,5,1,25.0,100.0,25.0,100.0,28.0,25.0,39.3
6215,Tampa Bay Lightning,2022/04/06@ WSH,0,1,0,0,0,0,0,3,4,33.3,60.0,33.3,60.0,28.0,28.0,45.2
6216,Tampa Bay Lightning,2023/12/09@ SEA,1,0,0,2,0,1,0,4,3,0.0,80.0,0.0,80.0,30.0,29.0,59.7
6217,Tampa Bay Lightning,2021/12/28vs MTL,1,0,0,2,0,1,0,5,4,0.0,100.0,0.0,100.0,37.0,31.0,51.5
6218,Tampa Bay Lightning,2022/03/26@ DET,1,0,0,2,0,1,0,2,1,66.7,100.0,66.7,100.0,36.0,27.0,63.9
6219,Tampa Bay Lightning,2022/03/13@ VAN,1,0,0,2,1,1,0,2,1,0.0,100.0,0.0,100.0,31.0,36.0,50.9
6220,Tampa Bay Lightning,2022/12/20@ TOR,0,1,0,0,0,0,0,1,4,0.0,50.0,0.0,50.0,19.0,40.0,48.9
6221,Tampa Bay Lightning,2021/12/31vs NYR,0,0,1,1,0,0,0,3,3,25.0,100.0,0.0,100.0,28.0,23.0,50.8
6222,Tampa Bay Lightning,2024/01/09vs LAK,1,0,0,2,0,1,0,3,2,0.0,100.0,0.0,100.0,29.0,22.0,50.0
6223,Tampa Bay Lightning,2022/12/29vs NYR,1,0,0,2,0,0,1,1,1,0.0,100.0,0.0,100.0,40.0,46.0,61.8
6224,Tampa Bay Lightning,2023/11/27@ COL,0,1,0,0,0,0,0,1,4,0.0,80.0,0.0,80.0,39.0,23.0,48.3
6225,Tampa Bay Lightning,2022/04/28@ CBJ,0,1,0,0,0,0,0,2,5,28.6,75.0,28.6,75.0,27.0,35.0,37.5
6226,Tampa Bay Lightning,2022/01/27vs NJD,1,0,0,2,1,1,0,3,2,100.0,66.7,100.0,100.0,35.0,33.0,58.3
6227,Tampa Bay Lightning,2022/04/24@ FLA,1,0,0,2,1,1,0,8,4,42.9,83.3,42.9,100.0,33.0,39.0,52.1
6228,Tampa Bay Lightning,2022/11/03vs CAR,0,0,1,1,0,0,0,3,3,40.0,83.3,20.0,83.3,26.0,55.0,38.2
